filename;wer;ground_truth;truthReduced;hypothesis;hypothesisReduced;time;audio_length
2015-02-10-11-45-11;0.0;Letzten Endes liegt die Antwort auf diese sehr schwierige und provokative Situation im Dialog.;letzten endes liegt die antwort auf diese sehr schwierige und provokative situation im dialog;letzten Endes liegt die Antwort auf diese sehr schwierige und provokative Situation im Dialog ;letzten endes liegt die antwort auf diese sehr schwierige und provokative situation im dialog;1.1936683654785156;5.88
2015-01-27-12-41-56;0.2727272727272727;Das Gefälle zwischen Adams Lake und Shuswap Lake beträgt 60 m .;das gefaelle zwischen adams lake und shuswap lake betraegt 60 m;das Gefälle zwischen Adams legt und Saft Beyblade beträgt 60 m ;das gefaelle zwischen adams legt und saft beyblade betraegt 60 m;1.4444758892059326;6.85
2015-02-10-14-28-41;0.2777777777777778;Das neue Protokoll zur Festlegung der Thunfischfangmöglichkeiten zwischen der Gemeinschaft und den Komoren für die Zeit vom 1. Januar 2005 bis 31. Dezember 2010 hat für die Mitgliedstaaten mit Fangflotten eine Reihe von Fragen hinsichtlich seiner Realisierbarkeit aufgeworfen.;das neue protokoll zur festlegung der thunfischfangmoeglichkeiten zwischen der gemeinschaft und den komoren fuer die zeit vom 1 januar 2005 bis 31 dezember 2010 hat fuer die mitgliedstaaten mit fangflotten eine reihe von fragen hinsichtlich seiner realisierbarkeit aufgeworfen;das neue Protokoll zur Festlegung der Thunfisch fangen Möglichkeiten zwischen der Gemeinschaft und den Komoren für die Zeit vom 1. Januar 2005 bis zum 31 December 2010 hat für die Mitgliedstaaten mit frank flotten eine Reihe von Fragen hinsichtlich seiner Realisierbarkeit aufgeworfen ;das neue protokoll zur festlegung der thunfisch fangen moeglichkeiten zwischen der gemeinschaft und den komoren fuer die zeit vom 1 januar 2005 bis zum 31 december 2010 hat fuer die mitgliedstaaten mit frank flotten eine reihe von fragen hinsichtlich seiner realisierbarkeit aufgeworfen;3.293271780014038;19.25
2015-02-10-12-38-43;0.12;Sehr geehrter Herr Präsident, sehr geehrter Herr Kommissar, ich freue mich, dass wir heute zu diesem wichtigen Thema eine Aussprache führen können. Wir haben ja demnächst den Frühjahrsgipfel, in dem wir nach drei Jahren erneut darüber nachdenken werden, wie Europa zur wettbewerbsfähigsten und zur innovativsten Region in der Welt wird.;sehr geehrter herr praesident sehr geehrter herr kommissar ich freue mich dass wir heute zu diesem wichtigen thema eine aussprache fuehren koennen wir haben ja demnaechst den fruehjahrsgipfel in dem wir nach 3 jahren erneut darueber nachdenken werden wie europa zur wettbewerbsfaehigsten und zur innovativsten region in der welt wird;sehr geehrter Herr Präsident sehr geehrter Herr Kommissar ich freue mich dass wir heute zu diesem wichtigen Thema eine Aussprache führen können wir haben ja demnächst den Frühjahrs Gipfel indem wir nach 3 Jahren erneut darüber nachdenken werden wie Europa zu wettbewerbsfähigsten und innovativsten Regionen in der Welt wird ;sehr geehrter herr praesident sehr geehrter herr kommissar ich freue mich dass wir heute zu diesem wichtigen thema eine aussprache fuehren koennen wir haben ja demnaechst den fruehjahrs gipfel indem wir nach 3 jahren erneut darueber nachdenken werden wie europa zu wettbewerbsfaehigsten und innovativsten regionen in der welt wird;3.13915753364563;18.36
2015-01-27-13-39-50;0.034482758620689655;Zweitens wurde das Projekt in vielen Ländern als noch ein weiterer Versuch aufgefasst, ein Europa der zwei Geschwindigkeiten zu schaffen, dessen innerster Kern aus den wirtschaftlich wettbewerbsfähigsten Ländern besteht.;zweitens wurde das projekt in vielen laendern als noch ein weiterer versuch aufgefasst ein europa der 2 geschwindigkeiten zu schaffen dessen innerster kern aus den wirtschaftlich wettbewerbsfaehigsten laendern besteht;zweitens wurde das Projekt in vielen Ländern als noch ein weiterer Versuch aufgefasst ein Europa der zwei Geschwindigkeiten zu schaffen dessen innerster Kern aus dem wirtschaftlich wettbewerbsfähigsten Ländern besteht ;zweitens wurde das projekt in vielen laendern als noch ein weiterer versuch aufgefasst ein europa der 2 geschwindigkeiten zu schaffen dessen innerster kern aus dem wirtschaftlich wettbewerbsfaehigsten laendern besteht;2.594365119934082;11.92
2015-02-09-12-40-54;0.045454545454545456;Zudem verkehren die meisten Züge sehr unregelmäßig und bei einigen Strecken herrscht Unklarheit , ob und in welchem Maße sie noch betrieben werden .;zudem verkehren die meisten zuege sehr unregelmaessig und bei einigen strecken herrscht unklarheit ob und in welchem masse sie noch betrieben werden;zudem verkehren die meisten Züge sehr unregelmäßig und war einigen Strecken herrscht Unklarheit ob und in welchem Maße sie noch betrieben werden ;zudem verkehren die meisten zuege sehr unregelmaessig und war einigen strecken herrscht unklarheit ob und in welchem masse sie noch betrieben werden;1.823099136352539;9.299688
2015-02-04-14-07-15;0.07692307692307693;Viele von uns haben nach diesen Abstimmungen ihre Enttäuschung und ihr Bedauern geäußert.;viele von uns haben nach diesen abstimmungen ihre enttaeuschung und ihr bedauern geaeussert;viele von uns haben nach diesen Abstimmung ihre Enttäuschung und ihr Bedauern geäußert ;viele von uns haben nach diesen abstimmung ihre enttaeuschung und ihr bedauern geaeussert;1.133824110031128;5.73
2015-01-27-13-35-52;0.16216216216216217;AIDS stellt eine enorme Gefahr für die Gesundheit weltweit dar, die mit der besseren Behandlung der Erkrankten merkwürdigerweise noch zunimmt, da die Überlebensraten der Betroffenen dank besserer Behandlungsmöglichkeiten steigen und damit auch der Infektionspool immer größer wird.;aids stellt eine enorme gefahr fuer die gesundheit weltweit dar die mit der besseren behandlung der erkrankten merkwuerdigerweise noch zunimmt da die ueberlebensraten der betroffenen dank besserer behandlungsmoeglichkeiten steigen und damit auch der infektionspool immer groesser wird;stellt eine enorme Gefahr für die Gesundheit weltweit da die mit der besseren Behandlung der Erkrankten merkwürdigerweise noch zunimmt da die Überlebensraten der Betroffenen Dank bessere Behandlungsmöglichkeiten steigen und damit auch die Fiktion spool immer größer wird ;stellt eine enorme gefahr fuer die gesundheit weltweit da die mit der besseren behandlung der erkrankten merkwuerdigerweise noch zunimmt da die ueberlebensraten der betroffenen dank bessere behandlungsmoeglichkeiten steigen und damit auch die fiktion spool immer groesser wird;3.065563440322876;15.98
2015-01-27-13-44-17;0.32;Sie brachten von dort einige Ableger des Bodhibaumes mit , welcher von dem ursprünglichen Baum im heutigen Bodhgaya stammt , unter dem der Buddha seine Erleuchtung erfuhr .;sie brachten von dort einige ableger des bodhibaumes mit welcher von dem urspruenglichen baum im heutigen bodhgaya stammt unter dem der buddha seine erleuchtung erfuhr;die brachten von dort einige Ableger des Bodhi-Baum smith welcher von den Ursprüngen braun im heutigen podagraria stand unter dem der Buddha seine Erleuchtung erfuhr ;die brachten von dort einige ableger des bodhibaum smith welcher von den urspruengen braun im heutigen podagraria stand unter dem der buddha seine erleuchtung erfuhr;2.805558443069458;11.26
2015-01-27-14-36-34;0.1935483870967742;Auch ich möchte als Allererstes dem Berichterstatter Pedro Marset Campos danken. In diesem Bericht wurden wirklich die entscheidenden Schlussfolgerungen aus der Arbeit dieses Parlaments in den letzten Jahren sehr gut zusammengefasst.;auch ich moechte als allererstes dem berichterstatter pedro marset campos danken in diesem bericht wurden wirklich die entscheidenden schlussfolgerungen aus der arbeit dieses parlaments in den letzten jahren sehr gut zusammengefasst;ich möchte als allererstes den Berichterstatter Petromax it-campus danken in diesem Bericht wurden wirklich die entscheiden Schlussfolgerungen aus der Arbeit dieses Parlaments in den letzten Jahren sehr gut zusammengefasst ;ich moechte als allererstes den berichterstatter petromax itcampus danken in diesem bericht wurden wirklich die entscheiden schlussfolgerungen aus der arbeit dieses parlaments in den letzten jahren sehr gut zusammengefasst;2.4633805751800537;14.16
2015-02-03-13-02-57;0.18181818181818182;Vom Licht des Monitors angezogen , fliegt es durch die Lüftungsschlitze in den Flachbildschirm hinein und befindet sich dann hinter Panelglas und Diffusorfolie .;vom licht des monitors angezogen fliegt es durch die lueftungsschlitze in den flachbildschirm hinein und befindet sich dann hinter panelglas und diffusorfolie;vom Licht des Monitors angezogen fliegt es durch die Lüftungsschlitze in den Flachbildschirm hinein und befindet sich dann hinter Paneele Glas und Diffusor Folie ;vom licht des monitors angezogen fliegt es durch die lueftungsschlitze in den flachbildschirm hinein und befindet sich dann hinter paneele glas und diffusor folie;1.692138433456421;8.27
2015-02-10-14-29-03;0.3684210526315789;Das Aktienkapital beträgt rund 9,72 Millionen Schweizer Franken und gliedert sich seit 1995 in 97'238 Inhaberaktien à 100 Franken .;das aktienkapital betraegt rund 972 1000000 schweizer franken und gliedert sich seit 1995 in 97238 inhaberaktien à 100 franken;das Aktienkapital Betrag Grund 9,7 2 Millionen Schweizer Franken und gliedert sich seit 1995 in 79238 inhaber-aktien A100 Franken ;das aktienkapital betrag grund 97 2 1000000 schweizer franken und gliedert sich seit 1995 in 79238 inhaberaktien a100 franken;2.8313939571380615;16.36
2015-02-10-12-46-56;0.07692307692307693;Mit der Wahl von Prof. Lenzen hat die Universität eine hervorragende Entscheidung getroffen.;mit der wahl von prof lenzen hat die universitaet eine hervorragende entscheidung getroffen;mit der Wahl von Professor Lenzen hat die Universität eine hervorragende Entscheidung getroffen ;mit der wahl von professor lenzen hat die universitaet eine hervorragende entscheidung getroffen;1.3291316032409668;6.38
2015-02-09-12-46-57;0.05;Zwischen dem Grafen und dem Erzbischof entstand eine heftige Fehde , die zum Teil in der Gegend von Attendorn ausgetragen wurde .;zwischen dem grafen und dem erzbischof entstand eine heftige fehde die zum teil in der gegend von attendorn ausgetragen wurde;zwischen dem Graphen und dem Erzbischof entstand eine heftige Fehde die zum Teil in der Gegend von Attendorn ausgetragen wurde ;zwischen dem graphen und dem erzbischof entstand eine heftige fehde die zum teil in der gegend von attendorn ausgetragen wurde;1.6762406826019287;7.979688
2015-01-27-14-43-00;0.1388888888888889;Ende der 80er Jahre erarbeitete die Kommission einen Plan, nach dem sich die damalige EG zu einem Bundesstaat vereinigen sollte und die anderen europäischen Staaten über Regelungen über den Europäischen Wirtschaftsraum Zugang zum Binnenmarkt erhalten sollten.;ende der 80er jahre erarbeitete die kommission einen plan nach dem sich die damalige eg zu einem bundesstaat vereinigen sollte und die anderen europaeischen staaten ueber regelungen ueber den europaeischen wirtschaftsraum zugang zum binnenmarkt erhalten sollten;Ende der 80er jahre erarbeitete die Kommission einplanen nachdem sich die damalige EG zu einem Bundesstaat vereinigen sollte und die anderen europäischen Staaten über Regelungen über Europäischen Wirtschaftsraum Zugang zum Binnenmarkt erhalten sollten ;ende der 80er jahre erarbeitete die kommission einplanen nachdem sich die damalige eg zu einem bundesstaat vereinigen sollte und die anderen europaeischen staaten ueber regelungen ueber europaeischen wirtschaftsraum zugang zum binnenmarkt erhalten sollten;2.817714214324951;15.99
2015-01-27-13-39-05;0.0;Deshalb ist die Idee einer dezentralisierten Zusammenarbeit eine gute Lösung.;deshalb ist die idee einer dezentralisierten zusammenarbeit eine gute loesung;deshalb ist die Idee einer dezentralisierten Zusammenarbeit eine gute Lösung ;deshalb ist die idee einer dezentralisierten zusammenarbeit eine gute loesung;1.3066787719726562;5.34
2015-02-04-14-11-27;0.0;Endlich kommen alle pharmazeutischen Institute unter einem Dach zusammen.;endlich kommen alle pharmazeutischen institute unter einem dach zusammen;endlich kommen alle pharmazeutischen Institute unter einem Dach zusammen ;endlich kommen alle pharmazeutischen institute unter einem dach zusammen;1.007953405380249;5.099688
2015-02-03-13-08-20;0.35294117647058826;Die Strecken der NYC verliefen , soweit möglich , in Flusstälern , so dass kaum größere Geländeschwierigkeiten überwunden werden mussten .;die strecken der nyc verliefen soweit moeglich in flusstaelern so dass kaum groessere gelaendeschwierigkeiten ueberwunden werden mussten;die Strecken der envoyé verliefen soweit möglich und Flusstälern sodass kaum größere Gelände Schwierigkeiten überwunden werden mussten ;die strecken der envoyé verliefen soweit moeglich und flusstaelern sodass kaum groessere gelaende schwierigkeiten ueberwunden werden mussten;2.0103070735931396;10.14
2015-02-10-11-32-05;0.30303030303030304;Der Teilabschnitt der A 96 bis zur künftigen nördlichen Tunneleinfahrt stellt das Baulos A dar . Östlich der bestehenden Brücke über die A 96 wird zusätzlich eine Brücke für die Fahrbahn Richtung Autobahn errichtete .;der teilabschnitt der a 96 bis zur kuenftigen noerdlichen tunneleinfahrt stellt das baulos a dar oestlich der bestehenden bruecke ueber die a 96 wird zusaetzlich eine bruecke fuer die fahrbahn richtung autobahn errichtete;der Teilabschnitt der A96 bis zukünftigen nördlichen Tunneleinfahrt stellt das Einbau losada östlich der bestehenden Brücke über die A96 wird zusätzlich eine Brücke für die Fahrbahn Richtung Autobahn errichtet ;der teilabschnitt der a96 bis zukuenftigen noerdlichen tunneleinfahrt stellt das einbau losada oestlich der bestehenden bruecke ueber die a96 wird zusaetzlich eine bruecke fuer die fahrbahn richtung autobahn errichtet;2.6573355197906494;14.15
2015-02-03-12-18-22;0.0;Die 1.000 Unterschriften junger Menschen aus OÖ sind für mich ein klares Zeichen für den Willen zur gemeinsamen Zukunftsgestaltung.;die 1000 unterschriften junger menschen aus ooe sind fuer mich ein klares zeichen fuer den willen zur gemeinsamen zukunftsgestaltung;die 1000 Unterschriften junger Menschen aus OÖ sind für mich ein klares Zeichen für den Willen zur gemeinsamen Zukunftsgestaltung ;die 1000 unterschriften junger menschen aus ooe sind fuer mich ein klares zeichen fuer den willen zur gemeinsamen zukunftsgestaltung;1.5631308555603027;8.149688
2015-01-27-14-29-49;0.38461538461538464;Die letzte Ausgabe erschien am 18 . Die politische Tendenz war unabhängig und rechtsgerichtet .;die letzte ausgabe erschien am 18 die politische tendenz war unabhaengig und rechtsgerichtet;letzte Ausgabe erschien am 8.10 die politische Tendenz unabhängig und rechts gerichtet ;letzte ausgabe erschien am 810 die politische tendenz unabhaengig und rechts gerichtet;1.5575356483459473;8.41
2015-02-10-12-42-07;0.14285714285714285;Sitz des Unternehmens ist Aberdeen in Schottland .;sitz des unternehmens ist aberdeen in schottland;Sitz des Unternehmens in Aberdeen in Schottland ;sitz des unternehmens in aberdeen in schottland;0.9015641212463379;4.27
2015-02-10-11-46-12;0.09302325581395349;Herr Präsident, lassen Sie uns zunächst festhalten, dass die drei heute abend erörterten Berichte nur wenige Berührungspunkte haben. Dennoch ist es eine interessante Aussprache geworden, weil wir feststellen können, dass wir in Europa die Verkehrsnetze und ihr eigentliches Funktionieren doch allmählich differenzierter betrachten.;herr praesident lassen sie uns zunaechst festhalten dass die 3 heute abend eroerterten berichte nur wenige beruehrungspunkte haben dennoch ist es eine interessante aussprache geworden weil wir feststellen koennen dass wir in europa die verkehrsnetze und ihr eigentliches funktionieren doch allmaehlich differenzierter betrachten;herr Präsident lassen Sie uns zunächst festhalten dass die drei heute abend erweiterten berichte nur wenige Berührungspunkte haben dennoch ist es eine interessante Aussprache geworden weil wir feststellen können dass wir in Europa die Verkehrsnetze und ja eigentlich ist funktionieren doch allmählich differenzierter betrachten ;herr praesident lassen sie uns zunaechst festhalten dass die 3 heute abend erweiterten berichte nur wenige beruehrungspunkte haben dennoch ist es eine interessante aussprache geworden weil wir feststellen koennen dass wir in europa die verkehrsnetze und ja eigentlich ist funktionieren doch allmaehlich differenzierter betrachten;2.9324374198913574;16.62
2015-02-09-12-43-03;0.3125;Herr Meiers außergewöhnlich gesellige Art“ zum Beispiel ist der diskrete, aber unmissverständliche Hinweis auf sein Alkoholproblem.;herr meiers aussergewoehnlich gesellige art zum beispiel ist der diskrete aber unmissverstaendliche hinweis auf sein alkoholproblem;Herr Meier ist außergewöhnlich geselliger Art z.b. ist der diskrete aber unmissverständliche Hinweis auf sein Alkoholproblem ;herr meier ist aussergewoehnlich geselliger art zb ist der diskrete aber unmissverstaendliche hinweis auf sein alkoholproblem;1.7482376098632812;8.279688
2015-02-04-14-05-49;0.0;Netzwerk der Universitäten der europäischen Hauptstädte;netzwerk der universitaeten der europaeischen hauptstaedte;Netzwerk der Universitäten der europäischen Hauptstädte ;netzwerk der universitaeten der europaeischen hauptstaedte;0.9616632461547852;4.6
2015-02-03-12-16-00;0.04;Der soziale Wandel stellt uns nämlich vor zahlreiche Herausforderungen, die aus der Notwendigkeit resultieren, sich auf die Globalisierung, den demographischen Wandel und technische Innovationen einzustellen.;der soziale wandel stellt uns naemlich vor zahlreiche herausforderungen die aus der notwendigkeit resultieren sich auf die globalisierung den demographischen wandel und technische innovationen einzustellen;der soziale Wandel stellt uns nämlich vor zahlreiche Herausforderungen die aus der Notwendigkeit resultieren sich auf die Globalisierung den demografischen Wandel und technische Innovationen einzustellen ;der soziale wandel stellt uns naemlich vor zahlreiche herausforderungen die aus der notwendigkeit resultieren sich auf die globalisierung den demografischen wandel und technische innovationen einzustellen;2.1982076168060303;11.15
2015-02-09-12-15-57;0.06896551724137931;Bedeutung als Schifffahrtsroute gewann das Nordmeer vor allem durch den Ausbau der russischen beziehungsweise sowjetischen Kriegsmarine an der Barentssee und der besseren Einbindung der Häfen dort an das Hinterland .;bedeutung als schifffahrtsroute gewann das nordmeer vor allem durch den ausbau der russischen beziehungsweise sowjetischen kriegsmarine an der barentssee und der besseren einbindung der haefen dort an das hinterland;Bedeutung als schifffahrtsroute gewann des Nordmeer vor allem durch den Ausbau der russischen bzw sowjetischen Kriegsmarine an der Barentssee und der besseren Einbindung der Häfen dort an das Hinterland ;bedeutung als schifffahrtsroute gewann des nordmeer vor allem durch den ausbau der russischen bzw sowjetischen kriegsmarine an der barentssee und der besseren einbindung der haefen dort an das hinterland;2.8686821460723877;15.849688
2015-02-03-13-16-10;0.21052631578947367;Bei allen Allgemeinplätzen werden hier aber auch immer wieder echte Probleme der Landwirtschaft in den Höhenlagen des Schwarzwalds aufgegriffen .;bei allen allgemeinplaetzen werden hier aber auch immer wieder echte probleme der landwirtschaft in den hoehenlagen des schwarzwalds aufgegriffen;beeilen Allgemeinplätzen werden hier aber auch immer wieder echte Probleme der Landwirtschaft in den Höhenlagen der schwarz-weiß aufgegriffen ;beeilen allgemeinplaetzen werden hier aber auch immer wieder echte probleme der landwirtschaft in den hoehenlagen der schwarzweiss aufgegriffen;1.701383352279663;9.24
2015-02-03-13-08-43;0.14285714285714285;"Herr Danielsson, ich sehe dieses Problem als eine politische Frage, die es auch ist; aber ganz besonders auch als humanitäre Frage.";herr danielsson ich sehe dieses problem als eine politische frage die es auch ist aber ganz besonders auch als humanitaere frage;ja Daniel schon ich sehe dieses Problem als eine politische Frage die es auch ist aber ganz besonders auch als humanitäre Frage ;ja daniel schon ich sehe dieses problem als eine politische frage die es auch ist aber ganz besonders auch als humanitaere frage;2.214686155319214;8.93
2015-02-10-12-40-36;0.1111111111111111;Wir haben jedes iPad verkauft, das wir fertigen konnten;wir haben jedes ipad verkauft das wir fertigen konnten;wir haben jedes iPad verkauft dass wir fertigen konnten ;wir haben jedes ipad verkauft dass wir fertigen konnten;0.8919551372528076;4.19
2015-02-03-12-12-22;0.07692307692307693;Allerdings waren wir Christdemokraten gegen Regulierungen zu natürlichen optischen Strahlungen wie dem Sonnenlicht.;allerdings waren wir christdemokraten gegen regulierungen zu natuerlichen optischen strahlungen wie dem sonnenlicht;allerdings waren wir Christdemokraten gegen Regulierung zu natürlichen optischen Strahlungen wie dem Sonnenlicht ;allerdings waren wir christdemokraten gegen regulierung zu natuerlichen optischen strahlungen wie dem sonnenlicht;1.425032138824463;7.02
2015-02-09-12-09-33;0.0;Die rückläufige Entwicklung kam erst ab 1980 zum Stillstand .;die ruecklaeufige entwicklung kam erst ab 1980 zum stillstand;die rückläufige Entwicklung kam erst ab 1980 zum Stillstand ;die ruecklaeufige entwicklung kam erst ab 1980 zum stillstand;1.0968801975250244;5.569688
2015-02-09-12-39-02;0.0;Frauen wollen Liebe und locken mit Sex.;frauen wollen liebe und locken mit sex;Frauen wollen Liebe und locken mit Sex ;frauen wollen liebe und locken mit sex;0.8611679077148438;3.899688
2015-01-27-12-45-28;0.19047619047619047;Sie muss mit starker und einheitlicher Stimme sprechen und wesentlich rascher reagieren, um ein vertrauensvoller und zuverlässiger Partner sein zu können.;sie muss mit starker und einheitlicher stimme sprechen und wesentlich rascher reagieren um ein vertrauensvoller und zuverlaessiger partner sein zu koennen;sie muss mit starker und einheitliches Stimme sprechen und wesentlich rasche reagieren um ein vertrauensvoller und zuverlässiger Partner zu sein ;sie muss mit starker und einheitliches stimme sprechen und wesentlich rasche reagieren um ein vertrauensvoller und zuverlaessiger partner zu sein;1.8205320835113525;9.06
2015-02-03-13-04-30;0.3888888888888889;Nach so vielen Jahrzehnten ergebnisloser Diskussionen sind wir nicht mehr an Glaubenssätzen, Meinungen und Allgemeinplätzen zur Prohibition interessiert.;nach so vielen jahrzehn ergebnisloser diskussionen sind wir nicht mehr an glaubenssaetzen meinungen und allgemeinplaetzen zur prohibition interessiert;nach so vielen Jahrzehnten Ergebnis loser Diskussion sind wir nicht mehr an Daumen setzen Meinungen und Allgemeinplätzen zu projizieren interessiert ;nach so vielen jahrzehn ergebnis loser diskussion sind wir nicht mehr an daumen setzen meinungen und allgemeinplaetzen zu projizieren interessiert;2.023451328277588;10.32
2015-02-10-11-49-41;0.0;Der ländliche Raum braucht seine Lebensadern.;der laendliche raum braucht seine lebensadern;der ländliche Raum braucht seine Lebensadern ;der laendliche raum braucht seine lebensadern;0.7202568054199219;3.239688
2015-02-10-11-35-49;0.11538461538461539;Die Stadt liegt auf einem Schwemmkegel bei der Einmündung von Wimitz und Mühlbach in die Glan , die südlich der Stadt das Zollfeld in Richtung Klagenfurt durchfließt .;die stadt liegt auf einem schwemmkegel bei der einmuendung von wimitz und muehlbach in die glan die suedlich der stadt das zollfeld in richtung klagenfurt durchfliesst;die Stadt liegt auf einem Schwemmkegel bei der Einmündung von wimes und Mühlbach in die Glan die sind durch der Stadt das zollfeld in Richtung Klagenfurt durchfließt ;die stadt liegt auf einem schwemmkegel bei der einmuendung von wimes und muehlbach in die glan die sind durch der stadt das zollfeld in richtung klagenfurt durchfliesst;1.8645052909851074;9.659688
