filename;wer;ground_truth;truthReduced;hypothesis;hypothesisReduced;time;audio_length
2015-01-27-13-45-04;0.0;Dies ist eine weitere interessante Frage.;dies ist eine weitere interessante frage;Dies ist eine weitere interessante Frage.;dies ist eine weitere interessante frage;1.0609259605407715;2.99
2015-02-10-13-34-28;0.0;Nach dem zweiten Weltkrieg wurden die Vereinigten Stahlwerke zerschlagen .;nach dem 2 weltkrieg wurden die vereinigten stahlwerke zerschlagen;Nach dem Zweiten Weltkrieg wurden die Vereinigten Stahlwerke zerschlagen.;nach dem 2 weltkrieg wurden die vereinigten stahlwerke zerschlagen;1.731285572052002;5.73
2015-02-09-12-39-18;0.25925925925925924;"Diese "" schneidet "" die Ziffern hinter dem Komma ab . 23,75 in der Gaußklammer wird also zu 23 , denn im 20 . Jahrhundert gab es bis 1995 genau 23 Schaltjahre .";diese schneidet die ziffern hinter dem komma ab 2375 in der gaussklammer wird also zu 23 denn im 20 jahrhundert gab es bis 1995 genau 23 schaltjahre;Diese schneidet die Ziffer hinter dem Komma ab 23 Komma 75 in der Gaußklammer wird also zu 23 der im 20. Jahrhundert gab es 1495 genau 23 schaltjahre.;diese schneidet die ziffer hinter dem komma ab 23 komma 75 in der gaussklammer wird also zu 23 der im 20 jahrhundert gab es 1495 genau 23 schaltjahre;3.5975539684295654;13.399688
2015-02-09-12-13-27;0.0;Wer ein Menschenleben rettet, rettet die ganze Welt.;wer ein menschenleben rettet rettet die ganze welt;Wer ein Menschenleben rettet, rettet die ganze Welt.;wer ein menschenleben rettet rettet die ganze welt;1.486147165298462;4.629688
2015-02-09-12-41-44;0.0;Wie Sie sicherlich ganz genau wissen, hat diese Aktivität sich deutlich ausgedehnt und bedroht jetzt die Bereitstellung humanitärer Hilfe für Somalia sowie die Sicherheit des Seeverkehrs im Golf von Aden und weit darüber hinaus, einschließlich Schiffe, die vor der Küste Kenias und Tansanias unterwegs sind.;wie sie sicherlich ganz genau wissen hat diese aktivitaet sich deutlich ausgedehnt und bedroht jetzt die bereitstellung humanitaerer hilfe fuer somalia sowie die sicherheit des seeverkehrs im golf von aden und weit darueber hinaus einschliesslich schiffe die vor der kueste kenias und tansanias unterwegs sind;Wie Sie sicherlich ganz genau wissen, hat diese Aktivität sich deutlich ausgedehnt und bedroht jetzt die Bereitstellung humanitärer Hilfe für Somalia sowie die Sicherheit des Seeverkehrs im Golf von Aden und weit darüber hinaus, einschließlich Schiffe, die vor der Küste Kenias und Tansanias unterwegs sind.;wie sie sicherlich ganz genau wissen hat diese aktivitaet sich deutlich ausgedehnt und bedroht jetzt die bereitstellung humanitaerer hilfe fuer somalia sowie die sicherheit des seeverkehrs im golf von aden und weit darueber hinaus einschliesslich schiffe die vor der kueste kenias und tansanias unterwegs sind;4.773274660110474;18.88
2015-01-27-14-41-13;0.05263157894736842;Ich möchte nun kurz auf die Situation in den drei Ländern des Euroraums eingehen, die ich bereits erwähnt habe.;ich moechte nun kurz auf die situation in den 3 laendern des euroraums eingehen die ich bereits erwaehnt habe;Ich möchte nur kurz auf die Situation in den 3 Ländern des Euroraums eingehen, die ich bereits erwähnt habe.;ich moechte nur kurz auf die situation in den 3 laendern des euroraums eingehen die ich bereits erwaehnt habe;2.376479387283325;7.49
2015-02-04-14-09-05;0.0;Mitte November 2006 gefährdete die Nichtverfügbarkeit der Fassadenelemente den streng terminierten Bauablauf .;mitte november 2006 gefaehrdete die nichtverfuegbarkeit der fassadenelemente den streng terminierten bauablauf;Mitte November 2006 gefährdete die Nichtverfügbarkeit der Fassadenelemente den streng terminierten Bauablauf.;mitte november 2006 gefaehrdete die nichtverfuegbarkeit der fassadenelemente den streng terminierten bauablauf;2.1694276332855225;7.72
2015-02-10-14-24-55;0.0;Und dann fährt man da einfach mal hin und informiert sich vor Ort.;und dann faehrt man da einfach mal hin und informiert sich vor ort;Und dann fährt man da einfach mal hin und informiert sich vor Ort.;und dann faehrt man da einfach mal hin und informiert sich vor ort;1.7486019134521484;5.58
2015-02-04-14-17-16;0.0;Längsschnittstudien zur Erforschung des erfolgreichen Alterns und zur Vorbeugung der Gebrechlichkeit im Alter;laengsschnittstudien zur erforschung des erfolgreichen alterns und zur vorbeugung der gebrechlichkeit im alter;Längsschnittstudien zur Erforschung des erfolgreichen Alterns und zur Vorbeugung der Gebrechlichkeit im Alter.;laengsschnittstudien zur erforschung des erfolgreichen alterns und zur vorbeugung der gebrechlichkeit im alter;2.142507314682007;7.819688
2015-01-27-14-35-53;0.0;In der Unterstufe gibt es Bläserklassen .;in der unterstufe gibt es blaeserklassen;In der Unterstufe gibt es Bläserklassen.;in der unterstufe gibt es blaeserklassen;1.4423034191131592;4.06
2015-02-03-12-04-38;0.0;Auch die Schulträger können aufatmen;auch die schultraeger koennen aufatmen;Auch die Schulträger können aufatmen.;auch die schultraeger koennen aufatmen;1.259357213973999;4.03
2015-02-10-12-36-24;0.1111111111111111;Sebastian Küpers und Dirk Olbertz über dezentrale soziale Netzwerke;sebastian kuepers und dirk olbertz ueber dezentrale soziale netzwerke;Sebastian Küppers und Dirk Olbertz über dezentrale soziale Netzwerke.;sebastian kueppers und dirk olbertz ueber dezentrale soziale netzwerke;2.0121006965637207;6.2
2015-02-09-12-00-30;0.0;Ein Mensch meiner Art ist stets und allüberall einsam .;ein mensch meiner art ist stets und allueberall einsam;Ein Mensch meiner Art ist stets und allüberall einsam.;ein mensch meiner art ist stets und allueberall einsam;1.4773168563842773;4.379688
2015-01-27-14-46-50;0.0;Lassen Sie mich bei dieser Gelegenheit auch daran erinnern, Herr Präsident, welche Bedeutung wir der Abstimmung über die Richtlinie beimessen, die es ermöglichen wird, die Verstöße zu bestrafen, den Autofahrer in einem anderen Mitgliedstaat als ihrem Wohnsitzstaat begehen.;lassen sie mich bei dieser gelegenheit auch daran erinnern herr praesident welche bedeutung wir der abstimmung ueber die richtlinie beimessen die es ermoeglichen wird die verstoesse zu bestrafen den autofahrer in einem anderen mitgliedstaat als ihrem wohnsitzstaat begehen;Lassen Sie mich bei dieser Gelegenheit auch daran erinnern, Herr Präsident, welche Bedeutung wir der Abstimmung über die Richtlinie beimessen, die es ermöglichen wird, die Verstöße zu bestrafen, den Autofahrer in einem anderen Mitgliedstaat als ihrem Wohnsitzstaat begehen.;lassen sie mich bei dieser gelegenheit auch daran erinnern herr praesident welche bedeutung wir der abstimmung ueber die richtlinie beimessen die es ermoeglichen wird die verstoesse zu bestrafen den autofahrer in einem anderen mitgliedstaat als ihrem wohnsitzstaat begehen;4.555881977081299;17.11
2015-02-09-12-06-32;0.0;Ich beziehe mich dabei auf soziale und Umweltbelange, für die sich dieses Parlament stets eingesetzt hat, die jedoch im Rahmen des Binnenmarktes für den Energiesektor bisher nicht ausreichend berücksichtigt wurden.;ich beziehe mich dabei auf soziale und umweltbelange fuer die sich dieses parlament stets eingesetzt hat die jedoch im rahmen des binnenmarktes fuer den energiesektor bisher nicht ausreichend beruecksichtigt wurden;Ich beziehe mich dabei auf soziale und Umweltbelange, für die sich dieses Parlament stets eingesetzt hat, die jedoch im Rahmen des Binnenmarktes für den Energiesektor bisher nicht ausreichend berücksichtigt wurden.;ich beziehe mich dabei auf soziale und umweltbelange fuer die sich dieses parlament stets eingesetzt hat die jedoch im rahmen des binnenmarktes fuer den energiesektor bisher nicht ausreichend beruecksichtigt wurden;3.5195424556732178;14.639688
2015-02-10-13-40-16;0.0;Man hört auf, die Jahre seit der Geburt zu zählen, und fängt an, das Leben in Hinsicht auf die Zeit, die noch zum Leben bleibt, zu sehen.;man hoert auf die jahre seit der geburt zu zaehlen und faengt an das leben in hinsicht auf die zeit die noch zum leben bleibt zu sehen;Man hört auf die Jahre seit der Geburt zu zählen und fängt an, das Leben in Hinsicht auf die Zeit, die noch zum Leben bleibt, zu sehen.;man hoert auf die jahre seit der geburt zu zaehlen und faengt an das leben in hinsicht auf die zeit die noch zum leben bleibt zu sehen;2.8223812580108643;10.41
2015-01-27-13-36-21;0.0;Natürlich müsse noch an der einen oder anderen Stelle nachgebessert werden, aber insgesamt sei die Umstellung schon erfolgreich gewesen.;natuerlich muesse noch an der einen oder anderen stelle nachgebessert werden aber insgesamt sei die umstellung schon erfolgreich gewesen;Natürlich müsse noch an der einen oder anderen Stelle nachgebessert werden, aber insgesamt sei die Umstellung schon erfolgreich gewesen.;natuerlich muesse noch an der einen oder anderen stelle nachgebessert werden aber insgesamt sei die umstellung schon erfolgreich gewesen;2.0641140937805176;7.29
2015-02-10-12-46-18;0.0;2007 setzte das Team insgesamt acht Fahrer in der britischen Formel 3 ein .;2007 setzte das team insgesamt 8 fahrer in der britischen formel 3 ein;2007 setzte das Team insgesamt 8 Fahrer in der britischen Formel 3 ein.;2007 setzte das team insgesamt 8 fahrer in der britischen formel 3 ein;1.9659035205841064;6.839688
2015-02-03-13-08-33;0.07692307692307693;Wir haben gezeigt, dass eine artenreichere Kultur ohne Düngerzusatz eine höhere Produktivität hat.;wir haben gezeigt dass eine artenreichere kultur ohne duengerzusatz eine hoehere produktivitaet hat;Wir haben gezeigt, dass eine artenreiche Kultur ohne Düngerzusatz eine höhere Produktivität hat.;wir haben gezeigt dass eine artenreiche kultur ohne duengerzusatz eine hoehere produktivitaet hat;2.092588424682617;7.54
2015-02-04-14-04-29;0.0;Bislang wurden im europäischen Recht noch keine Konsequenzen aus dieser Entwicklung gezogen, woraus sich für einige Paare und vor allem für Kinder eine sehr komplizierte Situation ergibt.;bislang wurden im europaeischen recht noch keine konsequenzen aus dieser entwicklung gezogen woraus sich fuer einige paare und vor allem fuer kinder eine sehr komplizierte situation ergibt;Bislang wurden im europäischen Recht noch keine Konsequenzen aus dieser Entwicklung gezogen, woraus sich für einige Paare und vor allem für Kinder eine sehr komplizierte Situation ergibt.;bislang wurden im europaeischen recht noch keine konsequenzen aus dieser entwicklung gezogen woraus sich fuer einige paare und vor allem fuer kinder eine sehr komplizierte situation ergibt;2.8418099880218506;10.23
2015-02-03-12-16-59;0.0;Versöhnung und Ausgleich auch mit den Völkern im Osten;versoehnung und ausgleich auch mit den voelkern im osten;Versöhnung und Ausgleich auch mit den Völkern im Osten.;versoehnung und ausgleich auch mit den voelkern im osten;1.3928248882293701;4.08
2015-02-09-12-04-59;0.07692307692307693;Abteilung IV beherbergt schließlich den Reaktorraum , die fünfte Abteilung die Dampfturbine und Hilfsaggregate .;abteilung iv beherbergt schliesslich den reaktorraum die fuenfte abteilung die dampfturbine und hilfsaggregate;Abteilung 4 beherbergt schließlich den Reaktorraum, die fünfte Abteilung die Dampfturbine und Hilfsaggregate.;abteilung 4 beherbergt schliesslich den reaktorraum die fuenfte abteilung die dampfturbine und hilfsaggregate;2.371380090713501;9.219688
2015-01-27-14-39-55;0.2;Wie bei allen Vertretern dieser Gattung sind Federohren nicht ausgebildet .;wie bei allen vertretern dieser gattung sind federohren nicht ausgebildet;Wie bei allen Vertretern dieser Gattung sind federov Ohren nicht ausgebildet.;wie bei allen vertretern dieser gattung sind federov ohren nicht ausgebildet;1.9636709690093994;8.39
2015-01-27-14-41-06;0.14285714285714285;Warte nicht, schau nicht nur zu, hilf!;warte nicht schau nicht nur zu hilf;Warte nicht, schau nicht nur zu Hilfe.;warte nicht schau nicht nur zu hilfe;1.676558017730713;4.75
2015-02-10-11-50-33;0.0;Hierbei findet sicher der ein oder andere seinen ganz persönlichen Schatz;hierbei findet sicher der ein oder andere seinen ganz persoenlichen schatz;Hierbei findet sicher der ein oder andere seinen ganz persönlichen Schatz.;hierbei findet sicher der ein oder andere seinen ganz persoenlichen schatz;1.6003973484039307;4.76
2015-02-10-12-40-53;0.14814814814814814;Dies hatte einen Stilwechsel hin zur Popmusik zur Folge . Ähnlich entwickelten sich viele der kommerziell erfolgreicheren Bands des Genres , indem sie sich zunehmend der einträglicheren Popmusik zuwandten .;dies hatte einen stilwechsel hin zur popmusik zur folge aehnlich entwickelten sich viele der kommerziell erfolgreicheren bands des genres indem sie sich zunehmend der eintraeglicheren popmusik zuwandten;Dies hatte einen Stilwechsel hin zur Popmusik Popmusik zur Folge. Ähnlich entwickelten sich viele der kommerziell erfolgreichen Bands des Genres, indem sie sich zunehmend der einträglichen Popmusik zu zuwandten.;dies hatte einen stilwechsel hin zur popmusik popmusik zur folge aehnlich entwickelten sich viele der kommerziell erfolgreichen bands des genres indem sie sich zunehmend der eintraeglichen popmusik zu zuwandten;4.142949104309082;13.54
2015-02-10-12-48-01;0.16666666666666666;Konfessionalisierung und Bildung aus erziehungswissenschaftlicher Sicht;konfessionalisierung und bildung aus erziehungswissenschaftlicher sicht;Konfessionalisierung und Bildung aus Erziehung erziehungswissenschaftlicher Sicht.;konfessionalisierung und bildung aus erziehung erziehungswissenschaftlicher sicht;1.6327264308929443;6.159688
2015-02-10-11-46-49;0.0;Genervte und überforderte Leute zwischen 45 und 65, meist noch berufstätig, die schnell Entscheidungen treffen müssen;genervte und ueberforderte leute zwischen 45 und 65 meist noch berufstaetig die schnell entscheidungen treffen muessen;Genervte und überforderte Leute zwischen 45 und 65, meist noch berufstätig, die schnell Entscheidungen treffen müssen.;genervte und ueberforderte leute zwischen 45 und 65 meist noch berufstaetig die schnell entscheidungen treffen muessen;2.2912120819091797;7.54
2015-02-03-12-06-31;0.0;Eine bessere Betreuungsinfrastruktur soll dem Fachkräftemangel in vielen Branchen entgegenwirken.;eine bessere betreuungsinfrastruktur soll dem fachkraeftemangel in vielen branchen entgegenwirken;Eine bessere Betreuungsinfrastruktur soll dem Fachkräftemangel in vielen Branchen entgegenwirken.;eine bessere betreuungsinfrastruktur soll dem fachkraeftemangel in vielen branchen entgegenwirken;1.9083309173583984;6.36
2015-02-10-12-35-38;0.0;Es freut uns auch, dass Europol bei beiden Gemeinsamen Maßnahmen eine wichtige Rolle spielt. Das gilt insbesondere für die Entwicklung wirksamer Strategien zur Aufdeckung der Schmuggelrouten.;es freut uns auch dass europol bei beiden gemeinsamen massnahmen eine wichtige rolle spielt das gilt insbesondere fuer die entwicklung wirksamer strategien zur aufdeckung der schmuggelrouten;Es freut uns auch, dass Europol bei beiden gemeinsamen Maßnahmen eine wichtige Rolle spielt. Das gilt insbesondere für die Entwicklung wirksamer Strategien zur Aufdeckung der Schmuggelrouten.;es freut uns auch dass europol bei beiden gemeinsamen massnahmen eine wichtige rolle spielt das gilt insbesondere fuer die entwicklung wirksamer strategien zur aufdeckung der schmuggelrouten;3.034761905670166;10.86
2015-02-09-12-40-54;0.0;Zudem verkehren die meisten Züge sehr unregelmäßig und bei einigen Strecken herrscht Unklarheit , ob und in welchem Maße sie noch betrieben werden .;zudem verkehren die meisten zuege sehr unregelmaessig und bei einigen strecken herrscht unklarheit ob und in welchem masse sie noch betrieben werden;Zudem verkehren die meisten Züge sehr unregelmäßig und bei einigen Strecken herrscht Unklarheit, ob und in welchem Maße sie noch betrieben werden.;zudem verkehren die meisten zuege sehr unregelmaessig und bei einigen strecken herrscht unklarheit ob und in welchem masse sie noch betrieben werden;2.4752204418182373;9.299688
2015-02-10-11-32-00;0.0;Kein Wunder, dass sie die reichste Partei Irlands ist.;kein wunder dass sie die reichste partei irlands ist;Kein Wunder, dass sie die reichste Partei Irlands ist.;kein wunder dass sie die reichste partei irlands ist;1.3479957580566406;3.75
2015-02-10-14-27-35;0.045454545454545456;Aus diesem Grund besagen alle Studien, dass Investitionen in die ersten Lebensjahre zu besseren Ergebnissen führen, als wenn man dies später tut.;aus diesem grund besagen alle studien dass investitionen in die 1 lebensjahre zu besseren ergebnissen fuehren als wenn man dies spaeter tut;Aus diesem Grund besagen alle Studien, dass Investitionen in die ersten Lebensjahre zu besseren Ergebnissen führen, als wenn man diese später tut.;aus diesem grund besagen alle studien dass investitionen in die 1 lebensjahre zu besseren ergebnissen fuehren als wenn man diese spaeter tut;2.3007750511169434;8.32
2015-02-03-12-09-26;0.05405405405405406;Angesichts seiner Befugnis, Vorabentscheidungen zu treffen, sowie unter Berücksichtigung der traditionell delikaten Beziehungen zwischen dem Strafrecht und den Grundrechten hat der Gerichtshof selbstverständlich eine überaus wichtige Funktion zu erfüllen, nämlich die Harmonisierung der den Bürgern gebotenen Garantien.;angesichts seiner befugnis vorabentscheidungen zu treffen sowie unter beruecksichtigung der traditionell delikaten beziehungen zwischen dem strafrecht und den grundrechten hat der gerichtshof selbstverstaendlich eine ueberaus wichtige funktion zu erfuellen naemlich die harmonisierung der den buergern gebotenen garantien;Angesichts seiner Befugnis, vorab Entscheidungen zu treffen, sowie unter Berücksichtigung der traditionell delikaten Beziehungen zwischen dem Strafrecht und den Grundrechten hat der Gerichtshof selbstverständlich eine überaus wichtige Funktion zu erfüllen, nämlich die Harmonisierung der den Bürgern gebotenen Garantien.;angesichts seiner befugnis vorab entscheidungen zu treffen sowie unter beruecksichtigung der traditionell delikaten beziehungen zwischen dem strafrecht und den grundrechten hat der gerichtshof selbstverstaendlich eine ueberaus wichtige funktion zu erfuellen naemlich die harmonisierung der den buergern gebotenen garantien;4.604224681854248;17.54
2015-02-03-13-08-55;0.0;Nach dem Freitod des wenig begabten Organisten und Dorflehrers Oskar nimmt er dessen Platz ein .;nach dem freitod des wenig begabten organisten und dorflehrers oskar nimmt er dessen platz ein;Nach dem Freitod des wenig begabten Organisten und Dorflehrers Oskar nimmt er dessen Platz ein.;nach dem freitod des wenig begabten organisten und dorflehrers oskar nimmt er dessen platz ein;1.8916704654693604;7.41
2015-02-10-12-39-55;0.2857142857142857;Die Unterrichtsversorgung würde dadurch sehr wohl gefährdet;die unterrichtsversorgung wuerde dadurch sehr wohl gefaehrdet;Der und die Unterrichtsversorgung würde dadurch sehr wohl gefährdet.;der und die unterrichtsversorgung wuerde dadurch sehr wohl gefaehrdet;1.4142842292785645;4.95
2015-02-10-14-23-28;0.0;Im Bereich der Einwanderung dürfen wir meiner Meinung nach nicht die Perspektive einer aktiven Politik der Integration der Einwanderer in das gesellschaftliche Umfeld der Aufnahmeländer aus den Augen verlieren.;im bereich der einwanderung duerfen wir meiner meinung nach nicht die perspektive einer aktiven politik der integration der einwanderer in das gesellschaftliche umfeld der aufnahmelaender aus den augen verlieren;Im Bereich der Einwanderung dürfen wir meiner Meinung nach nicht die Perspektive einer aktiven Politik der Integration der Einwanderer in das gesellschaftliche Umfeld der Aufnahmeländer aus den Augen verlieren.;im bereich der einwanderung duerfen wir meiner meinung nach nicht die perspektive einer aktiven politik der integration der einwanderer in das gesellschaftliche umfeld der aufnahmelaender aus den augen verlieren;3.0551373958587646;12.58
2015-02-03-13-11-15;0.08333333333333333;Da geht es nicht konkret ans Portemonnaie, sondern um eine unbare Eigenbeteiligung.;da geht es nicht konkret ans portemonnaie sondern um eine unbare eigenbeteiligung;Da geht es nicht konkret ans Portemonnaie, sondern um eine unwahre Eigenbeteiligung.;da geht es nicht konkret ans portemonnaie sondern um eine unwahre eigenbeteiligung;1.9293158054351807;6.199688
2015-02-03-12-13-18;0.0;Wer in die Fremde will wandern...;wer in die fremde will wandern;Wer in die Fremde will wandern?;wer in die fremde will wandern;1.1219472885131836;3.519688
2015-02-10-14-27-28;0.14285714285714285;Die wichtigsten Irrtümer über die deutsche Einheit;die wichtigsten irrtuemer ueber die deutsche einheit;Die wichtigen Irrtümer über die Deutsche Einheit.;die wichtigen irrtuemer ueber die deutsche einheit;1.306687593460083;4.54
2015-02-10-12-51-33;0.0;Wer ist der Mensch, der Lust hat am Leben und gute Tage zu sehen wünscht?;wer ist der mensch der lust hat am leben und gute tage zu sehen wuenscht;Wer ist der Mensch, der Lust hat am Leben und gute Tage zu sehen wünscht?;wer ist der mensch der lust hat am leben und gute tage zu sehen wuenscht;1.6633679866790771;5.77
2015-01-27-13-49-33;0.03125;Fließende Grenzen zwischen nuklearen und nicht nuklearen Waffen stellen eine gefährliche Entwicklung dar, und die Drohung, Atomwaffen einzusetzen, hat bekanntlich das Finden von Lösungen beispielsweise im Irak, beispielsweise im Iran nur erschwert.;fliessende grenzen zwischen nuklearen und nicht nuklearen waffen stellen eine gefaehrliche entwicklung dar und die drohung atomwaffen einzusetzen hat bekanntlich das finden von loesungen beispielsweise im irak beispielsweise im iran nur erschwert;Fließende Grenzen zwischen nuklearen und nicht nuklearen Waffen stellen eine gefährliche Entwicklung dar. Und die Drohung, Atomwaffen einzusetzen, hat ihn bekanntlich das Finden von Lösungen beispielsweise im Irak, beispielsweise im Iran, nur erschwert.;fliessende grenzen zwischen nuklearen und nicht nuklearen waffen stellen eine gefaehrliche entwicklung dar und die drohung atomwaffen einzusetzen hat ihn bekanntlich das finden von loesungen beispielsweise im irak beispielsweise im iran nur erschwert;4.368390798568726;15.59
2015-02-04-14-00-35;0.05555555555555555;April 1993 unterbreiteten die Vereinten Nationen die Bitte an die deutsche Bundesregierung , die Operation UNOSOM II zu unterstützen .;april 1993 unterbreiteten die verein nationen die bitte an die deutsche bundesregierung die operation unosom ii zu unterstuetzen;April 1993 unterbreiteten die Vereinten Nationen die bitte an die deutsche Bundesregierung, die Operation Unosom 2 zu unterstützen.;april 1993 unterbreiteten die verein nationen die bitte an die deutsche bundesregierung die operation unosom 2 zu unterstuetzen;2.528451442718506;11.39
2015-01-27-14-35-43;0.0;Zweitens möchte ich dem Rat auch für die Art und Weise danken, in der er seine Empfehlung vorgestellt hat.;zweitens moechte ich dem rat auch fuer die art und weise danken in der er seine empfehlung vorgestellt hat;Zweitens möchte ich dem Rat auch für die Art und Weise danken, in der er seine Empfehlung vorgestellt hat.;zweitens moechte ich dem rat auch fuer die art und weise danken in der er seine empfehlung vorgestellt hat;1.92842698097229;7.72
2015-01-27-13-49-12;0.0;Deswegen wäre es gut, wenn Sie dazu etwas sagen würden.;deswegen waere es gut wenn sie dazu etwas sagen wuerden;Deswegen wäre es gut, wenn sie dazu etwas sagen würden.;deswegen waere es gut wenn sie dazu etwas sagen wuerden;1.375523567199707;4.22
2015-01-27-13-42-34;0.0;Wer die Wissensgesellschaft propagiert, muss akzeptieren, dass die Kluft zwischen dumm und schlau dadurch nicht etwa verschwindet, sondern viel sichtbarer wird;wer die wissensgesellschaft propagiert muss akzeptieren dass die kluft zwischen dumm und schlau dadurch nicht etwa verschwindet sondern viel sichtbarer wird;Wer die Wissensgesellschaft propagiert, muss akzeptieren, dass die Kluft zwischen dumm und schlau dadurch nicht etwa verschwindet, sondern viel sichtbarer wird.;wer die wissensgesellschaft propagiert muss akzeptieren dass die kluft zwischen dumm und schlau dadurch nicht etwa verschwindet sondern viel sichtbarer wird;2.7269766330718994;9.56
